SKU,Type,Item Name,Invoice Type,Quantity,Gross Amount,Discounts,Net Amount,Taxes,Avg Gross Amount,Avg Discounts,Avg Net Amount,Materials Cost,Avg Materials Cost,Supplies Cost,Avg Supplies Cost,Gross Margin,Item Tax Code,Nature of Item,Category,Subcategory,Item Tags,Item Brand,Account Name,Item Group Name,Variant(s),Measuring Unit,Level Hierarchy 1
5464EL,Item,Eggless Jaggery Choco Chip ( Chocolate ),Sale,5,714.3,0,714.3,35.7,142.86,0,142.86,500,100,0,0,30%,19053100,Goods,Cookies,Eggless,"Vegetarian,Dessert",,,Eggless Jaggery Choco Chip ( Chocolate ),,ea,
5466EL,Item,Eggless Jaggery Choco Chip ( Vanilla ),Sale,8,1142.88,0,1142.88,57.12,142.86,0,142.86,600,75,0,0,47.50%,19053100,Goods,Cookies,Eggless,"Vegetarian,Dessert",,,Eggless Jaggery Choco Chip ( Vanilla ),,ea,
5468EL,Item,"Eggless Jaggery Wheat, & Corn Cookies",Sale,6,857.16,0,857.16,42.84,142.86,0,142.86,500,83.33,0,0,41.67%,19053100,Goods,Cookies,Eggless,"Vegetarian,Dessert",,,"Eggless Jaggery Wheat, & Corn Cookies",,ea,
5472EL,Item,Eggless Jaggery Oats & Wheat Cookies,Sale,14,2000.03,-28.57,1971.46,98.55,142.86,-2.04,140.82,1200,85.71,0,0,39.13%,19053100,Goods,Cookies,Eggless,"Vegetarian,Dessert",,,Eggless Jaggery Oats & Wheat Cookies,,ea,
5474EL,Item,"Eggless Jaggery Ragi, & Corn Cookies",Sale,13,1857.17,0,1857.17,92.84,142.86,0,142.86,1100,84.62,0,0,40.77%,19053100,Goods,Cookies,Eggless,"Vegetarian,Dessert",,,"Eggless Jaggery Ragi, & Corn Cookies",,ea,
5480,Item,Choco Chip Cookies (1 Pc),Sale,2,22.86,0,22.86,1.14,11.43,0,11.43,0,0,0,0,100%,19053100,Goods,Cookies,With Egg,,,,Choco Chip Cookies,1 Pc,ea,
5482,Item,Butter Cookies (Guraiba) (1 Pc),Sale,17,194.3,-0.57,193.73,9.68,11.43,-0.03,11.4,136,8,0,0,29.80%,19053100,Goods,Cookies,With Egg,,,,Butter Cookies (Guraiba),1 Pc,ea,
555,Item,Photo Cake A4,Sale,27,6428.7,-19.98,6408.72,320.53,238.1,-0.74,237.36,3432.24,127.12,0,0,46.44%,17049090,Goods,Photo Cake,,"Vegetarian,Dessert",,,Photo Cake A4,,ea,
555A5,Item,Photo Cake  A5,Sale,1,190.48,0,190.48,9.52,190.48,0,190.48,127.12,127.12,0,0,33.26%,17049090,Goods,Photo Cake,,"Dessert,Non-vegetarian",,,Photo Cake  A5,,ea,
5613,Item,Butter Croissant,Sale,38,1990.44,0,1990.44,99.55,52.38,0,52.38,622.2,16.37,0,0,68.74%,19059090,Goods,Snacks,,"Dessert,Non-vegetarian",,,Butter Croissant,,ea,
5633,Item,The Love Sandwich Special Cake 1/2 Kg,Sale,1,861.9,0,861.9,43.1,861.9,0,861.9,18,18,0,0,97.91%,19059010,Goods,Love themed cakes,Cakes,"Dessert,Non-vegetarian",,,The Love Sandwich Special Cake 1/2 Kg,,ea,
5634,Item,A Hearty Delight 1/2 Kg,Sale,1,861.9,0,861.9,43.1,861.9,0,861.9,269.39,269.39,0,0,68.74%,19059010,Goods,Love themed cakes,Cakes,"Dessert,Non-vegetarian",,,A Hearty Delight 1/2 Kg,,ea,
5636,Item,Pure love - Valentine special heart Cake 1/2 Kg,Sale,1,861.9,0,861.9,43.1,861.9,0,861.9,247.74,247.74,0,0,71.26%,19059010,Goods,Love themed cakes,Cakes,"Dessert,Non-vegetarian",,,Pure love - Valentine special heart Cake 1/2 Kg,,ea,
5667,Item,Rasmalai Cake (1 Kg),Sale,2,1856.19,0,1856.19,92.81,928.1,0,928.1,0,0,0,0,100%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian,New Arrivals",,,Rasmalai Cake,1 Kg,ea,
5667OM,Item,Rasmalai Cake (1 Kg),Sale,1,828.57,0,828.57,41.43,828.57,0,828.57,499.85,499.85,0,0,39.67%,19059010,Goods,Online Menu,Something Special,Non-vegetarian,,,Rasmalai Cake,1 Kg,ea,
5668,Item,Rasmalai Cake (1/2 Kg),Sale,9,3916.19,0,3916.19,195.81,435.13,0,435.13,1789.2,198.8,0,0,54.31%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian,New Arrivals",,,Rasmalai Cake,1/2 Kg,ea,
5668OM,Item,Rasmalai Cake (1/2 Kg),Sale,1,423.81,-21.19,402.62,20.13,423.81,-21.19,402.62,255.6,255.6,0,0,36.52%,19059010,Goods,Online Menu,Something Special,Non-vegetarian,,,Rasmalai Cake,1/2 Kg,ea,
5669,Item,Rasmalai Cake (1 Pcs),Sale,87,6682.83,-7.62,6675.21,333.78,76.81,-0.09,76.73,2829.02,32.52,0,0,57.62%,19059010,Goods,Cakes,Premium Cakes,"Non-vegetarian,Chef Recommended,New Arrivals",,,Rasmalai Cake,1 Pcs,ea,
5671,Item,Mocha Coffee (1 Kg),Sale,2,1390.48,0,1390.48,69.52,695.24,0,695.24,0,0,0,0,100%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian,New Arrivals",,,Mocha Coffee,1 Kg,ea,
5673,Item,Mocha Coffee (1 Pcs),Sale,33,2043,0,2043,102.18,61.91,0,61.91,809.59,24.53,0,0,60.37%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian,New Arrivals",,,Mocha Coffee,1 Pcs,ea,
5675,Item,Spanish Delight (1 Kg),Sale,1,695.24,0,695.24,34.76,695.24,0,695.24,0,0,0,0,100%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian,New Arrivals",,,Spanish Delight,1 Kg,ea,
5676,Item,Spanish Delight (1 Pcs),Sale,25,1547.74,0,1547.74,77.43,61.91,0,61.91,493.81,19.75,0,0,68.09%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian,New Arrivals",,,Spanish Delight,1 Pcs,ea,
5677,Item,Spanish Delight (1/2 Kg),Sale,3,1071.42,0,1071.42,53.58,357.14,0,357.14,0,0,0,0,100%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian,New Arrivals",,,Spanish Delight,1/2 Kg,ea,
5679,Item,Chocolate Salted Caramel (1 Kg),Sale,1,761.91,0,761.91,38.1,761.91,0,761.91,0,0,0,0,100%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian,New Arrivals",,,Chocolate Salted Caramel,1 Kg,ea,
5680,Item,Chocolate Salted Caramel (1/2 Kg),Sale,1,390.48,0,390.48,19.52,390.48,0,390.48,0,0,0,0,100%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian,New Arrivals",,,Chocolate Salted Caramel,1/2 Kg,ea,
5681,Item,Chocolate Salted Caramel (1 Pcs),Sale,16,1160.02,0,1160.02,57.98,72.5,0,72.5,334.31,20.89,0,0,71.18%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian,New Arrivals",,,Chocolate Salted Caramel,1 Pcs,ea,
5694,Item,Spanish Delight (2 Kg),Sale,1,1390.48,-69.52,1320.96,66.05,1390.48,-69.52,1320.96,824.71,824.71,0,0,37.57%,19059010,Goods,Cakes,Premium Cakes,,,,Spanish Delight,2 Kg,ea,
5699,Item,Rasmalai Cake (Special Cake 1/2 Kg),Sale,2,1038.1,0,1038.1,51.91,519.05,0,519.05,0,0,0,0,100%,19059010,Goods,Cakes,Premium Cakes,"Chef Recommended,Non-vegetarian",,,Rasmalai Cake,Special Cake 1/2 Kg,ea,
5712,Item,Eggless Rasmalai Cake (1 Kg),Sale,3,2839.05,0,2839.05,141.95,946.35,0,946.35,0,0,0,0,100%,19059010,Goods,Eggless Cakes,,"New Arrivals,Vegetarian",,,Eggless Rasmalai Cake,1 Kg,ea,
5713,Item,Eggless Rasmalai Cake (1/2 Kg),Sale,7,3133.34,-22.38,3110.96,155.54,447.62,-3.2,444.42,125.3,17.9,0,0,95.97%,19059010,Goods,Eggless Cakes,,"New Arrivals,Vegetarian",,,Eggless Rasmalai Cake,1/2 Kg,ea,
5713EOM,Item,Eggless Rasmalai Cake (1/2 Kg),Sale,1,447.62,0,447.62,22.38,447.62,0,447.62,269.89,269.89,0,0,39.71%,19059010,Goods,Online Menu,,Vegetarian,,,Eggless Rasmalai Cake,1/2 Kg,ea,
5714,Item,Eggless Rasmalai Cake (1 Pcs),Sale,50,4104.7,0,4104.7,205.28,82.09,0,82.09,1982.72,39.65,0,0,51.70%,19059010,Goods,Eggless Cakes,,"New Arrivals,Vegetarian",,,Eggless Rasmalai Cake,1 Pcs,ea,
5717,Item,Eggless Mocha Coffee (1/2 Kg),Sale,1,380.95,0,380.95,19.05,380.95,0,380.95,0,0,0,0,100%,19059010,Goods,Eggless Cakes,,,,,Eggless Mocha Coffee,1/2 Kg,ea,
5726,Item,Eggless Spanish Delight (1/2 Kg),Sale,1,380.95,0,380.95,19.05,380.95,0,380.95,0,0,0,0,100%,19059010,Goods,Eggless Cakes,,,,,Eggless Spanish Delight,1/2 Kg,ea,
5736,Item,Eggless Mocha Coffee (2 Kg),Sale,1,1485.71,0,1485.71,74.29,1485.71,0,1485.71,151.68,151.68,0,0,89.79%,19059010,Goods,Eggless Cakes,,,,,Eggless Mocha Coffee,2 Kg,ea,
5737,Item,Eggless Mocha Coffee (1.5 Kg),Sale,1,1114.29,0,1114.29,55.71,1114.29,0,1114.29,677.49,677.49,0,0,39.20%,19059010,Goods,Eggless Cakes,,,,,Eggless Mocha Coffee,1.5 Kg,ea,
5742,Item,Eggless Rasmalai Cake (2 Kg),Sale,1,1752.38,0,1752.38,87.62,1752.38,0,1752.38,1047.46,1047.46,0,0,40.23%,19059010,Goods,Eggless Cakes,,,,,Eggless Rasmalai Cake,2 Kg,ea,
5EL,Item,Eggless Chocolate Mousse (1 Pcs),Sale,5,380.95,0,380.95,19.05,76.19,0,76.19,38.2,7.64,0,0,89.97%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Chocolate Mousse,1 Pcs,ea,
6,Item,Chocolate Mars (1 Pcs),Sale,24,1846.66,0,1846.66,92.34,76.94,0,76.94,591.64,24.65,0,0,67.96%,19059010,Goods,Cakes,Premium Cakes,"Non-vegetarian,Dessert",,,Chocolate Mars,1 Pcs,ea,
60,Item,Six Wonders (1 Pcs),Sale,105,8537.93,0,8537.93,426.95,81.31,0,81.31,4338.18,41.32,0,0,49.19%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Six Wonders,1 Pcs,ea,
61,Item,Eggless Black Forest (2 Kg),Sale,3,3714.3,-61.9,3652.4,182.63,1238.1,-20.63,1217.47,2127.75,709.25,0,0,41.74%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Black Forest,2 Kg,ea,
619,Item,Balloons Printed Heart Shape 10 Pcs Pkt,Sale,1,52.38,0,52.38,2.62,52.38,0,52.38,38.69,38.69,0,0,26.14%,40161000,Goods,Birthday Items,,"Vegetarian,Dessert",,,Balloons Printed Heart Shape 10 Pcs Pkt,,ea,
66,Item,Eggless Blueberry Mousse Cheese (2 Kg),Sale,1,2190.48,-109.52,2080.96,104.05,2190.48,-109.52,2080.96,185.41,185.41,0,0,91.09%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Blueberry Mousse Cheese,2 Kg,ea,
6EL,Item,Eggless Chocolate Mars (1 Pcs),Sale,3,242.85,0,242.85,12.15,80.95,0,80.95,129.2,43.07,0,0,46.80%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Chocolate Mars,1 Pcs,ea,
7,Item,Chocolate Truffle (1 Pcs),Sale,143,11021.87,0,11021.87,551.14,77.08,0,77.08,5491.72,38.4,0,0,50.17%,19059010,Goods,Cakes,Premium Cakes,"Non-vegetarian,Dessert",,,Chocolate Truffle,1 Pcs,ea,
70,Item,Fruit N Nuts (1 Pcs),Sale,12,1085.75,0,1085.75,54.28,90.48,0,90.48,324.47,27.04,0,0,70.12%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Fruit N Nuts,1 Pcs,ea,
7EL,Item,Eggless Chocolate Truffle (1 Pcs),Sale,82,6714.16,0,6714.16,335.76,81.88,0,81.88,3253.51,39.68,0,0,51.54%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Chocolate Truffle,1 Pcs,ea,
7EOM,Item,Eggless Chocolate Truffle (1 Pcs),Sale,2,161.91,0,161.91,8.1,80.96,0,80.96,90.56,45.28,0,0,44.07%,19059010,Goods,Online Menu,,"Vegetarian,Dessert",,,Eggless Chocolate Truffle,1 Pcs,ea,
8,Item,Chocolate Butterscotch (1 Pcs),Sale,68,5199.02,0,5199.02,259.97,76.46,0,76.46,2195.66,32.29,0,0,57.77%,19059010,Goods,Cakes,Premium Cakes,"Non-vegetarian,Dessert",,,Chocolate Butterscotch,1 Pcs,ea,
80,Item,Vanilla Almond Pastry (1 Pcs),Sale,75,5786.65,0,5786.65,289.36,77.16,0,77.16,2437.18,32.5,0,0,57.88%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Vanilla Almond Pastry,1 Pcs,ea,
8034,Item,Organza Bag (Small),Sale,3,85.71,0,85.71,4.29,28.57,0,28.57,42.87,14.29,0,0,49.98%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,Organza Bag,Small,ea,
80EL,Item,Eggless Vanilla Almond Pastry (1 Pcs),Sale,35,2852.32,0,2852.32,142.63,81.49,0,81.49,1361.46,38.9,0,0,52.27%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Vanilla Almond Pastry,1 Pcs,ea,
80EOM,Item,Eggless Vanilla Almond Pastry (1 Pcs),Sale,1,80.95,0,80.95,4.05,80.95,0,80.95,46.42,46.42,0,0,42.66%,19059010,Goods,Online Menu,,"Vegetarian,Dessert",,,Eggless Vanilla Almond Pastry,1 Pcs,ea,
81,Item,Eggless Butterscotch (2 Kg),Sale,1,1580.95,0,1580.95,79.05,1580.95,0,1580.95,908.93,908.93,0,0,42.51%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Butterscotch,2 Kg,ea,
8113,Item,I Love You Black heart,Sale,2,238.1,-4.76,233.34,11.67,119.05,-2.38,116.67,0,0,0,0,100%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,I Love You Black heart,,ea,
8114,Item,I Love You red heart,Sale,2,238.1,0,238.1,11.9,119.05,0,119.05,0,0,0,0,100%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,I Love You red heart,,ea,
8196,Item,Teddy Bear Basket,Sale,2,476.2,0,476.2,23.82,238.1,0,238.1,119.05,59.53,0,0,75%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,Teddy Bear Basket,,ea,
8198,Item,Coke Bottle Gems,Sale,3,171.42,0,171.42,8.58,57.14,0,57.14,57.14,19.05,0,0,66.67%,18069010,Goods,Chocolate Gems,,"Vegetarian,Dessert",,,Coke Bottle Gems,,ea,
8290,Item,Organza Fancy Bag,Sale,2,190.48,0,190.48,9.52,95.24,0,95.24,95.24,47.62,0,0,50%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,Organza Fancy Bag,,ea,
8302,Add On,Smile F217,Sale,1,42.86,0,42.86,2.14,42.86,0,42.86,21.43,21.43,0,0,50%,18069010,Goods,Gift Pack Chocolate,,,,,Smile F217,,ea,
8302,Item,Smile F217,Sale,2,85.72,0,85.72,4.28,42.86,0,42.86,21.43,10.72,0,0,75%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,Smile F217,,ea,
8304,Item,Kareena F 224,Sale,2,171.42,0,171.42,8.58,85.71,0,85.71,85.72,42.86,0,0,49.99%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,Kareena F 224,,ea,
8308,Item,130A01 Heart For You,Sale,1,47.62,0,47.62,2.38,47.62,0,47.62,23.81,23.81,0,0,50%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,130A01 Heart For You,,ea,
8320,Item,Plastic Bulb,Sale,2,114.28,0,114.28,5.72,57.14,0,57.14,28.57,14.29,0,0,75%,18069010,Goods,Chocolate Gems,,"Vegetarian,Dessert",,,Plastic Bulb,,ea,
8321,Item,Leele 27 Heart Window,Sale,2,247.62,0,247.62,12.38,123.81,0,123.81,61.9,30.95,0,0,75%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,Leele 27 Heart Window,,ea,
8326,Item,RJ 28 Heart Metal Box,Sale,2,314.29,-15.71,298.58,14.93,157.15,-7.86,149.29,0,0,0,0,100%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,RJ 28 Heart Metal Box,,ea,
8327,Item,RJ 29 Round Metal Box,Sale,1,157.14,0,157.14,7.86,157.14,0,157.14,0,0,0,0,100%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,RJ 29 Round Metal Box,,ea,
8328,Item,RJ Ractangle Metal Box Small,Sale,2,314.28,0,314.28,15.72,157.14,0,157.14,157.14,78.57,0,0,50%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,RJ Ractangle Metal Box Small,,ea,
8339,Add On,Santa Claus (Face),Sale,1,66.67,0,66.67,3.33,66.67,0,66.67,53.33,53.33,0,0,20.01%,18069010,Goods,Homemade Chocolate,,,,,Santa Claus,Face,ea,
8339,Item,Santa Claus (Face),Sale,3,200,0,200,10,66.67,0,66.67,99.99,33.33,0,0,50.01%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,Santa Claus,Face,ea,
8340,Add On,Santa Claus (Plain),Sale,1,42.86,0,42.86,2.14,42.86,0,42.86,34.29,34.29,0,0,20%,18069010,Goods,Homemade Chocolate,,,,,Santa Claus,Plain,ea,
8340,Item,Santa Claus (Plain),Sale,7,300,0,300,15,42.86,0,42.86,150.01,21.43,0,0,50%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,Santa Claus,Plain,ea,
8342,Item,Umbrella Gems,Sale,9,342.9,0,342.9,17.18,38.1,0,38.1,133.35,14.82,0,0,61.11%,18069010,Goods,Chocolate Gems,,"Vegetarian,Dessert",,,Umbrella Gems,,ea,
8343,Item,Gems Bottle,Sale,6,285.72,0,285.72,14.28,47.62,0,47.62,142.86,23.81,0,0,50%,18069010,Goods,Chocolate Gems,,"Vegetarian,Dessert",,,Gems Bottle,,ea,
8346,Item,Leele 67 Foot Ball Gems,Sale,3,142.86,0,142.86,7.14,47.62,0,47.62,47.62,15.87,0,0,66.67%,18069010,Goods,Chocolate Gems,,"Vegetarian,Dessert",,,Leele 67 Foot Ball Gems,,ea,
8347,Item,Plastic Toy Small Car,Sale,1,133.33,0,133.33,6.67,133.33,0,133.33,0,0,0,0,100%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,Plastic Toy Small Car,,ea,
8360,Item,Love Birds,Sale,4,133.32,0,133.32,6.67,33.33,0,33.33,15.24,3.81,0,0,88.57%,18069010,Goods,Love themed cakes,Chocolates,"Vegetarian,Dessert",,,Love Birds,,ea,
8367,Item,Chinna Topi,Sale,2,114.28,0,114.28,5.72,57.14,0,57.14,57.14,28.57,0,0,50%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,Chinna Topi,,ea,
8373,Item,NL 633,Sale,1,57.14,0,57.14,2.86,57.14,0,57.14,0,0,0,0,100%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,NL 633,,ea,
8376,Item,Mita 010B01,Sale,2,152.38,0,152.38,7.62,76.19,0,76.19,76.2,38.1,0,0,49.99%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,Mita 010B01,,ea,
8380,Item,Mita 160B01,Sale,2,200,0,200,10,100,0,100,50,25,0,0,75%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,Mita 160B01,,ea,
8385,Item,Freedom Choco (10 Gm),Sale,47,447.62,0,447.62,22.38,9.52,0,9.52,0,0,0,0,100%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,Freedom Choco,10 Gm,ea,
8386,Item,Freedom Choco (16 Gm),Sale,37,563.81,0,563.81,28.19,15.24,0,15.24,0,0,0,0,100%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,Freedom Choco,16 Gm,ea,
8408,Item,HMC Feeding Bottle Gems,Sale,4,152.4,0,152.4,7.63,38.1,0,38.1,38.1,9.53,0,0,75%,18069010,Goods,Chocolate Gems,,"Vegetarian,Dessert",,,HMC Feeding Bottle Gems,,ea,
8408A,Item,Feeding Bottle Choco Stones,Sale,1,38.1,0,38.1,1.91,38.1,0,38.1,0,0,0,0,100%,18069010,Goods,Chocolate Gems,,"Vegetarian,Dessert",,,Feeding Bottle Choco Stones,,ea,
8410,Add On,Milk Chocolate with Crispy N Nuts chbar,Sale,1,47.62,0,47.62,2.38,47.62,0,47.62,27.3,27.3,0,0,42.67%,18069010,Goods,Chocolate Bars,,,,,Milk Chocolate with Crispy N Nuts chbar,,ea,
8410,Item,Milk Chocolate with Crispy N Nuts chbar,Sale,6,285.72,0,285.72,14.28,47.62,0,47.62,123.82,20.64,0,0,56.66%,18069010,Goods,Chocolate Bars,,"Vegetarian,Dessert",,,Milk Chocolate with Crispy N Nuts chbar,,ea,
8410a,Item,Milk chocolate with crispy mini chbar,Sale,18,428.58,0,428.58,21.43,23.81,0,23.81,214.2,11.9,0,0,50.02%,18069010,Goods,Chocolate Bars,,"Vegetarian,Dessert",,,Milk chocolate with crispy mini chbar,,ea,
8417,Item,HMC Miniyan gems,Sale,3,114.3,0,114.3,5.73,38.1,0,38.1,38.1,12.7,0,0,66.67%,18069010,Goods,Chocolate Gems,,"Vegetarian,Dessert",,,HMC Miniyan gems,,ea,
8474,Item,HMC Single Flower With Love Birds,Sale,1,76.19,0,76.19,3.81,76.19,0,76.19,35.71,35.71,0,0,53.13%,18069010,Goods,Love themed cakes,Chocolates,"Vegetarian,Dessert",,,HMC Single Flower With Love Birds,,ea,
8482,Item,HMC Six Wonders,Sale,50,571.48,0,571.48,28.54,11.43,0,11.43,251.24,5.02,0,0,56.04%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,HMC Six Wonders,,ea,
8483,Item,HMC Milk Chocolate with Crispy N Nuts(5gms),Sale,36,171.42,0,171.42,8.57,4.76,0,4.76,54.74,1.52,0,0,68.07%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,HMC Milk Chocolate with Crispy N Nuts(5gms),,ea,
8484,Item,HMC Lollypop Chocolate,Sale,58,828.71,0,828.71,41.39,14.29,0,14.29,357,6.16,0,0,56.92%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,HMC Lollypop Chocolate,,ea,
8498,Add On,Rocher Truffle Box,Sale,1,47.62,0,47.62,2.38,47.62,0,47.62,27.3,27.3,0,0,42.67%,18069010,Goods,Homemade Chocolate,,,,,Rocher Truffle Box,,ea,
8498,Item,Rocher Truffle Box,Sale,13,619.06,0,619.06,30.94,47.62,0,47.62,197.46,15.19,0,0,68.10%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,Rocher Truffle Box,,ea,
8499,Item,BON BON (CHOCO),Sale,37,528.61,-2.86,525.75,26.26,14.29,-0.08,14.21,257.04,6.95,0,0,51.11%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (CHOCO),,ea,
8500,Item,BON BON (MILKY),Sale,20,285.76,-2.86,282.9,14.11,14.29,-0.14,14.15,135.66,6.78,0,0,52.05%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (MILKY),,ea,
8511,Item,BON BON (PINEAPPLE),Sale,39,557.22,0,557.22,27.83,14.29,0,14.29,264.18,6.77,0,0,52.59%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (PINEAPPLE),,ea,
8512,Item,BON BON (CHOCO MOCHA),Sale,45,642.91,-2.86,640.05,31.98,14.29,-0.06,14.22,314.16,6.98,0,0,50.92%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (CHOCO MOCHA),,ea,
8513,Item,BON BON (MILKY MOCHA),Sale,23,328.62,-2.86,325.76,16.26,14.29,-0.12,14.16,149.94,6.52,0,0,53.97%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (MILKY MOCHA),,ea,
8514,Item,BON BON (CARAMEL),Sale,28,400.04,-2.86,397.18,19.84,14.29,-0.1,14.19,178.5,6.38,0,0,55.06%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (CARAMEL),,ea,
8515,Item,BON BON (PISTACHIO),Sale,22,314.35,-2.86,311.49,15.53,14.29,-0.13,14.16,142.8,6.49,0,0,54.16%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (PISTACHIO),,ea,
8516,Item,BON BON (MANGO),Sale,33,471.5,-2.86,468.64,23.38,14.29,-0.09,14.2,214.2,6.49,0,0,54.29%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (MANGO),,ea,
8517,Item,BON BON (STRAWBERRY),Sale,26,371.49,-2.86,368.63,18.4,14.29,-0.11,14.18,171.36,6.59,0,0,53.51%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (STRAWBERRY),,ea,
8518,Item,BON BON (ORANGE),Sale,32,457.19,-2.86,454.33,22.67,14.29,-0.09,14.2,228.48,7.14,0,0,49.71%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (ORANGE),,ea,
8519,Item,BON BON (BLUEBERRY),Sale,24,342.93,-2.86,340.07,16.95,14.29,-0.12,14.17,157.08,6.55,0,0,53.81%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,BON BON (BLUEBERRY),,ea,
8530,Add On,ROCK CHOCOLATES,Sale,1,95.24,0,95.24,4.76,95.24,0,95.24,2.82,2.82,0,0,97.04%,18069010,Goods,Homemade Chocolate,,,,,ROCK CHOCOLATES,,ea,
8530,Item,ROCK CHOCOLATES,Sale,2,190.48,0,190.48,9.52,95.24,0,95.24,0,0,0,0,100%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,ROCK CHOCOLATES,,ea,
8576,Item,Dream Cake (1/2 Kg),Sale,2,1428.58,0,1428.58,71.42,714.29,0,714.29,500,250,0,0,65%,19059010,Goods,Dream Cake,,"New Arrivals,Chef Recommended,Non-vegetarian",,,Dream Cake,1/2 Kg,ea,
8585,Item,Dream Cake (Small Size Square Shape ),Sale,35,3333.4,0,3333.4,166.63,95.24,0,95.24,2200.11,62.86,0,0,34%,19059010,Goods,Dream Cake,,"Non-vegetarian,New Arrivals,Chef Recommended",,,Dream Cake,Small Size Square Shape ,ea,
8586,Item,Dream Cake (Small Size Heart Shape),Sale,37,4228.69,0,4228.69,211.39,114.29,0,114.29,2800,75.68,0,0,33.79%,19059010,Goods,Dream Cake,,"New Arrivals,Non-vegetarian,Chef Recommended",,,Dream Cake,Small Size Heart Shape,ea,
8590,Item,MILKY CHOCO ALMOND,Sale,4,304.76,0,304.76,15.24,76.19,0,76.19,114.3,28.58,0,0,62.50%,18069010,Goods,Homemade Chocolate,,"Vegetarian,Dessert",,,MILKY CHOCO ALMOND,,ea,
